,epoch,acc
0,0,41.65
1,1,58.03
2,2,65.02
3,3,72.83
4,4,75.28
5,5,74.72
6,6,74.72
7,7,78.7
8,8,76.59
9,9,80.47
10,10,78.82
11,11,78.98
12,12,81.14
13,13,80.06
14,14,82.96
15,15,84.89
16,16,80.96
17,17,86.33
18,18,85.52
19,19,79.97
20,20,86.89
21,21,84.27
22,22,85.08
23,23,85.4
24,24,86.96
25,25,86.27
26,26,86.34
27,27,86.24
28,28,85.53
29,29,86.06
30,30,86.87
31,31,88.1
32,32,87.12
33,33,87.24
34,34,88.32
35,35,88.02
36,36,89.2
37,37,85.52
38,38,88.23
39,39,87.54
40,40,86.9
41,41,88.31
42,42,87.88
43,43,88.12
44,44,87.27
45,45,89.26
46,46,88.88
47,47,86.08
48,48,88.86
49,49,89.16
50,50,89.22
51,51,89.1
52,52,89.42
53,53,89.45
54,54,89.57
55,55,89.44
56,56,89.15
57,57,89.28
58,58,89.05
59,59,89.37
60,60,90.3
61,61,89.05
62,62,90.21
63,63,89.49
64,64,90.0
65,65,89.62
66,66,90.43
67,67,89.98
68,68,90.57
69,69,90.41
70,70,90.54
71,71,90.46
72,72,89.63
73,73,91.42
74,74,90.71
75,75,91.07
76,76,90.53
77,77,90.73
78,78,90.66
79,79,90.97
80,80,91.32
81,81,91.56
82,82,91.75
83,83,91.69
84,84,91.79
85,85,91.33
86,86,91.32
87,87,91.84
88,88,91.69
89,89,91.69
90,90,91.58
91,91,91.67
92,92,92.1
93,93,91.84
94,94,91.87
95,95,91.78
96,96,91.86
97,97,91.93
98,98,92.05
99,99,91.89
