,epoch,acc
0,0,43.4
1,1,56.85
2,2,59.93
3,3,62.46
4,4,67.82
5,5,67.52
6,6,76.53
7,7,74.77
8,8,77.42
9,9,77.93
10,10,76.49
11,11,80.21
12,12,79.52
13,13,77.67
14,14,77.6
15,15,82.55
16,16,82.21
17,17,81.49
18,18,82.54
19,19,80.18
20,20,84.68
21,21,81.19
22,22,82.55
23,23,84.55
24,24,81.5
25,25,85.78
26,26,83.89
27,27,84.93
28,28,86.27
29,29,84.34
30,30,83.71
31,31,84.49
32,32,86.57
33,33,86.28
34,34,85.56
35,35,85.54
36,36,87.24
37,37,85.81
38,38,85.48
39,39,84.4
40,40,86.22
41,41,86.38
42,42,86.34
43,43,86.4
44,44,87.69
45,45,85.99
46,46,87.16
47,47,87.61
48,48,87.05
49,49,87.06
50,50,87.09
51,51,87.27
52,52,87.14
53,53,86.2
54,54,88.18
55,55,85.66
56,56,87.61
57,57,88.21
58,58,88.49
59,59,88.07
60,60,87.6
61,61,87.84
62,62,88.17
63,63,87.98
64,64,87.48
65,65,88.4
66,66,87.26
67,67,88.67
68,68,88.79
69,69,89.28
70,70,89.3
71,71,89.51
72,72,89.44
73,73,89.25
74,74,88.96
75,75,89.39
76,76,89.41
77,77,88.95
78,78,89.64
79,79,89.53
80,80,89.52
81,81,89.48
82,82,89.56
83,83,89.4
84,84,89.74
85,85,89.51
86,86,89.49
87,87,89.78
88,88,89.82
89,89,89.7
90,90,89.85
91,91,89.83
92,92,89.91
93,93,89.93
94,94,89.76
95,95,89.86
96,96,89.91
97,97,89.93
98,98,89.86
99,99,89.92
