,epoch,acc
0,0,23.01
1,1,24.03
2,2,28.76
3,3,30.46
4,4,34.5
5,5,33.41
6,6,36.78
7,7,32.74
8,8,38.2
9,9,35.37
10,10,36.98
11,11,36.94
12,12,45.03
13,13,42.5
14,14,40.37
15,15,47.02
16,16,47.93
17,17,47.85
18,18,52.02
19,19,52.58
20,20,49.35
21,21,52.69
22,22,52.51
23,23,55.14
24,24,52.8
25,25,57.49
26,26,55.18
27,27,59.19
28,28,60.46
29,29,52.54
30,30,61.75
31,31,61.03
32,32,63.53
33,33,63.26
34,34,63.05
35,35,63.26
36,36,64.44
37,37,59.5
38,38,60.16
39,39,67.12
40,40,64.08
41,41,65.02
42,42,65.19
43,43,61.39
44,44,62.93
45,45,66.39
46,46,65.74
47,47,68.75
48,48,63.83
49,49,66.73
50,50,66.72
51,51,66.06
52,52,67.92
53,53,68.74
54,54,65.45
55,55,67.34
56,56,68.87
57,57,68.66
58,58,68.12
59,59,71.32
60,60,69.77
61,61,70.85
62,62,69.69
63,63,69.78
64,64,69.83
65,65,71.27
66,66,72.08
67,67,71.74
68,68,70.76
69,69,71.1
70,70,71.78
71,71,69.96
72,72,71.24
73,73,69.68
74,74,72.47
75,75,72.38
76,76,70.16
77,77,72.24
78,78,73.71
79,79,71.92
80,80,73.52
81,81,72.05
82,82,72.32
83,83,73.53
84,84,72.33
85,85,73.43
86,86,71.92
87,87,73.2
88,88,72.69
89,89,72.8
90,90,74.02
91,91,73.62
92,92,73.45
93,93,73.94
94,94,74.58
95,95,73.82
96,96,73.16
97,97,73.7
98,98,73.97
99,99,72.6
