,sum
3d48a341-c7c0-4edd-b1d7-5c2ade1557b1,32.02342118167299
40a07b64-0444-4452-8ddb-c6a4722f473a,25.553955150616655
e29fd0e1-412f-4243-b94c-bc86264e2904,42.11800994593372
a1c267ba-e0ea-4ef8-91fa-1233856057cc,23.55569538744824
7928b600-1033-4050-a57e-a1b9b20d43e0,17.167591997120553
296eb2c2-6e07-49d8-b887-bca480e8c096,11.873380743111106
0d742f07-116f-4bc1-9373-53cadfd34a91,10.486574538710896
f996954a-d00f-46a2-bae1-243eb2230c1c,38.82594542597332
23b1ede8-b998-4b5b-b39c-5ed1f84902a8,14.484382605353881
db2593e2-f882-4838-bd80-9897ab247e32,10.945415128882686
07b1e73c-f1ec-4717-b920-0fda11513c95,42.20497412070956
56be3f66-34da-482a-8e90-0b623f7250c6,36.78989699100261
c2898fbf-eca3-4f98-ba47-29624a70e8bc,43.76226296231688
0223b06a-621a-4c11-b8b6-4847959a9586,12.15942419638558
b4f150c1-a589-4796-b653-4e3ff039a333,2.761232867253311
948bb12c-1c23-48bb-9c01-ced025fa170d,25.954608010234413
45a398ee-8f34-41d2-8d79-cfc2e60f7524,23.47510223768293
0e1badb8-83ec-48ac-8209-d147db606249,13.109303877864972
19f146ee-5f6d-4f87-a68f-53644498b973,3.7385541656188566
bc35752b-39f7-4bb1-a97f-8cf28c49b0eb,8.396274226252482
791fc03f-ce5f-4e2c-9b42-ac15a575508e,40.33102216916908
524988ee-0b06-4602-90e3-da49d8bbc25e,27.407048490571906
16e628bc-8a26-427c-a9ce-9f13c2aef951,28.150804764090747
dd8fa196-05ad-4614-bf87-8737f055727e,9.142584819080305
2b4f8669-0349-414c-b7af-ab2ee67e3dbd,9.775448103638174
21b12bd5-9322-4b4a-8f35-e62e668bf757,23.27349965994365
bbe94292-0090-4790-91c1-c0dad0eef4d0,6.568051978786926
6e96d103-43c4-4a84-8d42-bf1e0ef17131,15.71174286705565
288c689e-f32d-4478-81ac-8de6ab799e96,32.82793901228105
b3a661f8-c07d-41c7-8ef8-ed2b36285f77,38.76093307706441
70a0e2a6-0591-4ee9-9093-a60ac905d9ea,38.77664519582207
96604440-8012-4140-a43a-63881b03aea9,20.74896035648378
1034029f-b962-456f-8ccf-abcee3b62754,12.378636942506807
88f06895-d0d3-4767-a438-4606cc2d6769,7.064512828384809
135fcc2a-e257-4a35-9084-1c82c6bf2f06,45.25074993279208
fe2978d0-1357-406b-a7be-5dc15dd141ed,30.47473895366719
9218497b-0ee8-4e08-b3be-1dbcbd2eff33,33.29753626693851
3d070f08-3dba-4db8-93e5-3d6f3d076e93,2.3969820829502444
9eca9107-2380-4317-a623-98ee37f43de2,15.444821837413071
0f6bfe96-76f8-492d-9fd1-3fc8676f80b3,19.991250822606318
e7eba7d3-e362-4022-aef0-ced3fde29df9,9.541610931792505
d928b1ca-e1fa-4c86-9499-4b692abf7c44,24.764546310405553
50dd1057-e185-48a6-8ef5-77a1e62b88bf,35.05872669304978
4727aa77-5154-4e34-94eb-16fe8007ea31,36.57888374425118
12e0a3f8-f0b7-411c-a0ce-acc5c3ea69a1,15.059492761606142
18a319d5-8230-4245-b314-c0693b85733c,25.099330560177606
c64f2b19-be19-46a7-b971-2ca25d985dda,8.716277614236965
95e125e2-dd74-4e5d-a715-d32ac71f68f0,22.765854896574503
e062f4db-6a5d-4b42-8283-69428a2341be,4.636777426962271
2186498b-a17c-4095-9013-cb2d5a9510e9,36.46135914901048
685ecead-27dc-4320-88c8-83a890f20c93,23.48252211740735
4272817f-128e-4603-ac3e-bc2e4baf80c3,20.235394728210114
8c34e107-dc13-40d1-b9b9-27d2824de776,40.97748795547145
6d571c8e-788c-4b47-8c5b-17f288b0b521,31.59589334507806
396f3957-f2e4-482b-9cff-1831e270145f,11.270021510406997
61b4df15-e951-4c4b-90c0-5cab433dfc13,20.823097386605827
5b4695f4-8ef6-4edd-b7b0-9c965e010fcd,5.539061967446989
8f02e79c-ec3c-41fa-a484-877c1105dc58,4.664539974345354
8ca4beb2-7c82-46b3-814f-1b08ccc6aa12,18.613532562450658
3129ed03-dcb5-4a51-8ec5-a6f4db8457e4,20.945437009814412
cec220ac-a2ea-4e10-8ce6-3be78d2714e3,35.36434291952144
02dd3ee9-6373-46dd-8916-75413abcb773,15.588809548988843
e6bb473d-3d2e-4bfa-bc4b-77f39d9277d5,44.41207807200372
5a415fc2-882b-4c68-a9f7-dbd095f1a13f,18.823286016988543
0cca80da-95a4-49cf-8ce2-b59777ccbb4d,23.06490790667571
77b36def-1bdc-4ab4-b3a4-e29875593212,7.416059814248033
cd7f84ae-eb9d-4b4a-ab39-15b298fa3e39,8.959306371492573
478cbd5f-2d34-4cd8-a862-472562dfa723,5.985176796383434
3504e32d-e300-411d-99ff-9b6b88fd70db,5.4785933776705935
fec01023-7b5d-476f-b361-ab618cd7692d,10.521086659516808
1966b694-f7e8-4cf3-90b9-e8ffaa9b4f87,13.814565500884346
c8a5e2d4-8c71-4edc-b803-a37044980061,4.239284088701524
fa193618-22c0-4cb5-a10c-675c6285e076,35.36347673724113
2cd94b5e-4701-497c-a776-d716b459e2c8,33.32466803044767
8822131f-6737-49e3-ac8b-d1abd4523637,24.17919709696971
5255e977-89c1-400d-b3d5-065a3fcae941,23.21588366822902
bb1a79d3-c827-420f-a871-e8cba86ff9b0,21.994200253743244
d7de7de4-3b7c-47ca-a0b1-82052679e96e,20.892542502658852
7677c93c-e03c-4bd9-af48-2c5c2234c0d8,11.845991292510805
be4d95a6-612e-4e08-b3ce-4c189138f436,11.72090297218526
e970fb52-8415-477b-899c-ccc4e95f5d98,2.783591287584848
8d1cecc7-a22b-4165-a68a-89cf7ab233bc,7.586779146994377
5097fb3d-ef69-47fe-84f7-10efaeba98e4,8.080969961458411
70ff6b8f-5ea1-43e8-801d-380819a9b8e9,17.268428561292556
15e58474-5395-49c7-8594-26724f9c171d,23.039184473872673
4ce5a6af-4b32-49a7-be10-e08d72bd0f14,27.601496520983485
821945b8-992d-47be-a382-7bc9d921c0b3,5.631041452518219
0452366a-067d-4b23-a80d-172abbac0b3e,44.06628062333197
d3f0585f-e93f-47ed-9c3e-2a08591ba4d5,31.10533270929517
75dd515c-9588-4cd3-a1e5-3336ddb6ca26,5.844373105757535
d591c178-5177-4f09-a95a-f58eca3006e2,40.726065275682
0fdf8f46-7553-4c6c-88ae-79839e7a1ef2,26.446580150465
83d4b15b-cbdb-40cc-aec8-5e3b6cd226cb,22.95375977177038
092a5580-6870-400a-87a1-7023dfc6603e,9.348814138072694
f110b302-6525-4cfb-b206-3bc559fefacf,25.753640970093663
4a01ec79-6261-48d8-a82f-2063957f15cd,38.560242947503966
e164863b-2940-4459-acce-7aaa9220fb3f,29.307110161600857
95b41a7f-11b1-43b8-a55f-3074b6ee63c7,32.68773715027531
dff9c0d4-1ee1-4bd7-b2e7-531c9c1d30f2,29.269349284388962
044b5132-2c2e-4aa9-89b0-3d0829147068,18.49380450961671
09c8a078-9687-4429-8096-10ae852499fb,4.916368945094387
128efbe2-68ed-4c65-bc67-374878a17f35,24.75045924556402
ecc73093-390c-4b4e-baec-fff9ccfa7567,31.95264596863554
78c7a2e7-4905-4e24-bc38-b17604322eae,31.51905918079745
af0a0293-d700-405d-9f49-94c6d6e5ae96,27.668863458611714
2b42ead5-b21a-424b-af5a-52c724b7d49e,20.29230961490592
e543b191-f18d-4a71-bd8b-25b2f32e4198,39.11530373141216
54b8af31-8446-4ed0-9a63-fea713f2c8d3,48.59335334549891
483e2c33-56ef-44f3-8122-94d004fc0be8,11.73792892771541
77cb3981-ce7c-4abb-a69d-458ba946a193,6.870636119021832
00f7c0da-18f1-4add-859a-8b71d1b033d1,14.19935069060336
17fb923f-9ff1-4bbd-814b-079b3293aa81,17.96719372713361
f9dbcfce-a231-4c58-bebb-66bccbc7a455,20.554099307619634
f7b68c99-b6ba-4e35-916b-0172e4fb11a1,24.108221632455482
2207a22d-ae88-4c9b-924b-6dc735a1ca7b,8.145380939440154
d11455a4-5056-47a5-a315-62cf32ec6f3a,6.737813069170989
ce8f4080-1afa-45cf-9d44-229b4236ac25,11.928236035968707
93a74e0c-e662-46d5-b8d1-d61a16490b32,41.521621431503696
da993906-97f5-46ba-b483-866b549ab357,42.52404188576794
d2a1f8cb-5d5f-444f-8782-363500913db6,28.315605056783312
0c75ed82-2df1-45ea-8a62-254585c3b708,16.43193587948382
6ef07bd9-6308-43f1-872e-a2f8fb1b5457,27.66203705123464
24667fcf-68fb-4fe4-ba7c-7f4703ec933e,12.179631149261132
201dd09e-f29a-49ff-be3a-cd7429f1dfe1,24.332022751806086
e252a91e-5f41-4fa3-8a33-093956e32650,33.38019440133973
ea097fbd-b16a-46a8-9287-052478c51fa0,25.75731514506429
454b359e-bd70-4486-a0dd-25a9b3d214bb,19.120592268422094
674dd4be-b119-4233-8c0a-f6719bcb4403,2.5213370196881724
99c0d361-187c-40b8-8fb3-77f55b4b3198,36.16374969569375
d9e58d53-c46f-49ab-98b2-d9b0cac13e67,29.62016264100994
09820848-a79b-427b-898e-aa150bbad755,22.60730402652507
53462373-f9bf-4f4e-9ec7-1955139f78a9,6.095484764053549
2ee6edb3-2031-4782-b27c-de53828e4bb2,8.705044496994848
e85dd3a1-98b6-4062-a1d2-ccac8fd4e320,17.589526540588217
b8f7c37b-53d0-4900-a68d-b71773af7b21,6.363792319092996
bf5b98c4-efe1-44cc-b8cb-4ec98b0ae85b,16.00982885813606
80b4bd6b-49b1-4ebc-b91c-15258d04623e,18.563219758790193
2814a3e9-789f-44bb-b3f2-e8e82cf5603f,25.924687270685567
a9cfec59-81c8-4b5c-b931-4f1937237f84,17.72065456352349
4b711e7e-3384-4e18-8c9d-b23723d53b13,27.286085670288728
b7fa888b-640a-4957-aad2-cb5d199b58ac,28.97700722184529
107ccc90-268f-499a-ac7a-8ff0ed31ce8b,48.966838293040475
ec2fa351-2384-4700-bed4-29e1f3eb3f3e,12.909852415999225
c021f235-f5a6-4d48-9a87-4acad350b20e,17.953550172479982
aabd4ee8-c625-478d-b377-420bcb8648a6,13.205088067893186
b5cde483-739a-4c64-b526-5db88e677a27,34.50600990656499
4f06cb25-d2f7-48e4-ae3a-98f3522a9e59,8.795095937536706
afd752a8-546c-422a-b63b-4e5a45fbc0a3,44.20291990886305
1e3618b5-d184-4577-af00-131308f13454,18.894410888449375
3dcd5dbd-aabb-4621-8d2f-879fb1c615e3,26.758246002429406
f978355b-7e7b-4371-80bd-94e3b9e2e50f,44.484393671843236
2ac8d407-26bc-41ac-afea-f03049e563a4,24.56528724201879
fbb7fa49-d856-4afc-95ef-169138711bcc,8.127981818656352
076951aa-8fd5-43e8-83a3-2e146b7deaf7,47.47740475842792
abefbe03-3d86-48f1-9324-d94e53236539,2.2710561404998395
3967d17c-07d6-49bd-be4a-39bc6d5a0003,18.184049634130712
456b5fe5-9bce-4b0e-ac36-9cd74c7bc267,10.080900474378469
8c2d0401-13d4-4c32-aa89-c729665d1794,19.08607640829027
11cb990e-824c-4aad-bd66-ba482021f291,5.5515235539948105
0f291c0c-29c6-45d4-bede-e5f3d4c882e3,30.17035704049911
09518e2e-5af5-431c-9b9a-21cd99ccdaf4,41.01049470612569
7205066a-dfe6-4a18-9738-e7132423739b,21.826297635303625
b2843750-534c-4ea1-8c8f-8c5924841677,30.994570444852204
63901d80-4751-4ceb-aed9-6ad37fcc8cf9,17.2240306565483
498ab74b-cd0a-44eb-978a-bed414b89147,31.98653984099587
22b1910d-e251-496d-819b-7e3e339ed228,3.5635101939800773
8c322b37-ef47-409c-9db8-9850bb79069f,10.180650034622218
fc7775ec-5981-4124-a97e-66874cc41a0c,6.664916803089831
fd870b32-fe98-4a2f-82c2-52331a002289,31.279316650041334
5fed93dc-b081-4fa9-a306-be72e2e28a96,31.215728762585023
99134079-6d59-4c95-8d81-cc240d13f76b,26.529026721862447
962fccfa-80f3-4ee4-a3e3-2832f3d064f3,4.582231235831129
e0b20e9a-97d6-4a94-9a69-25132809874b,27.695290779847912
8260ba8a-6b0f-479e-ae6c-d329163fa627,26.990230099425098
a7b92ff5-e605-42e5-b4a6-bcdca1671c96,18.668763260759512
d86afa25-ace6-403e-b3a3-d98ed7ab9fb8,15.461881024739668
19f4e2ae-2349-4d9b-9369-d1faa88fe93d,11.178856385194452
6a490ae2-aa43-426f-8aa0-6a6209e20154,25.827108152885977
d144f858-df6d-4697-b5e8-33122499afb2,30.943467597642197
8dbb730c-299c-4321-aa3f-9b5894dfdc59,27.336162662277715
a8a356b4-34f1-4ab8-8259-620a89cc24d4,37.23707823410427
ebf45108-b8d7-4619-aeeb-49c2033a1ca9,22.65762777183712
6924db85-52d5-4a71-8bbc-b72f9b3808e6,22.911283240609535
9eaf040a-c5ea-4d52-b276-50d1d6059a71,30.032637898032057
7e521206-5c77-448d-b234-7ecef8f4a60e,23.625810172512406
85612073-27bc-40e8-adbc-0310a4fa12bc,7.453611037952708
20058916-5488-48aa-b7aa-c6eac958ab8a,14.461205400607192
5de954bc-515b-4a99-8482-2f0c1dc7f4e7,31.079069041526065
d6fd92d7-a9d6-4447-97bd-4bee4f676675,3.9609988275669075
6b830c97-dbb5-40ba-bb22-3f2fe3be300e,15.917491585238835
d6eb7b06-7e21-4119-b99f-6cfa44713dfa,23.894575359049686
6f6d727f-f692-460c-b8de-82db363d0fa3,13.344796314743848
eb4e2af5-53c4-4f20-bc26-99b4f9eb43d9,21.845278868952626
71bfb528-49c4-46ea-a92f-7362a806cd6d,43.81417973144288
